"","LOC","RefSeq","Description","RefSeq_short"
"10995","LOC100651767","XM_012312638.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X8","XM_012312638"
"10996","LOC100651767","XM_012312641.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X11","XM_012312641"
"10997","LOC100651767","XM_012312635.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X5","XM_012312635"
"10998","LOC100651767","XM_012312630.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X1","XM_012312630"
"10999","LOC100651767","XM_012312640.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X10","XM_012312640"
"11000","LOC100651767","XM_012312639.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X9","XM_012312639"
"11001","LOC100651767","XM_012312634.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X4","XM_012312634"
"11002","LOC100651767","XM_012312637.1","PREDICTED: Bombus terrestris uncharacterized LOC100651767 (LOC100651767) transcript variant X7","XM_012312637"
"11003","LOC100652130","XM_003398273.2","PREDICTED: Bombus terrestris histone acetyltransferase Tip60 (LOC100652130)","XM_003398273"
"11004","LOC100645414","XM_012312643.1","PREDICTED: Bombus terrestris B-cell lymphoma/leukemia 11A (LOC100645414)","XM_012312643"
"11005","LOC105666173","XM_012313049.1","PREDICTED: Bombus terrestris keratin-associated protein 19-2 (LOC105666173)","XM_012313049"
"11006","LOC105666174","XM_012313050.1","PREDICTED: Bombus terrestris uncharacterized LOC105666174 (LOC105666174)","XM_012313050"
"11007","LOC100642341","XM_003398276.2","PREDICTED: Bombus terrestris zinc finger protein 511 (LOC100642341)","XM_003398276"
"11008","LOC105666137","XM_012312644.1","PREDICTED: Bombus terrestris D site-binding protein (LOC105666137)","XM_012312644"
"11009","LOC100642461","XM_003398277.2","PREDICTED: Bombus terrestris 40S ribosomal protein S12","XM_003398277"
"11010","LOC105666175","XM_012313051.1","PREDICTED: Bombus terrestris acanthoscurrin-1-like (LOC105666175)","XM_012313051"
"11011","LOC100642577","XM_003398278.2","PREDICTED: Bombus terrestris mitochondrial genome maintenance exonuclease 1-like (LOC100642577) transcript variant X1","XM_003398278"
"11012","LOC100642577","XM_012312645.1","PREDICTED: Bombus terrestris mitochondrial genome maintenance exonuclease 1-like (LOC100642577) transcript variant X2","XM_012312645"
"11013","LOC100642577","XM_012312646.1","PREDICTED: Bombus terrestris mitochondrial genome maintenance exonuclease 1-like (LOC100642577) transcript variant X3","XM_012312646"
"11014","LOC100642967","XM_012312648.1","PREDICTED: Bombus terrestris fasciclin-2 (LOC100642967) transcript variant X1","XM_012312648"
"11015","LOC100642967","XM_003398280.2","PREDICTED: Bombus terrestris fasciclin-2 (LOC100642967) transcript variant X2","XM_003398280"
"11016","LOC100642967","XM_012312649.1","PREDICTED: Bombus terrestris fasciclin-2 (LOC100642967) transcript variant X3","XM_012312649"
"11017","LOC100643292","XM_012312663.1","PREDICTED: Bombus terrestris galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I (LOC100643292) transcript variant X5","XM_012312663"
"11018","LOC100643292","XM_012312660.1","PREDICTED: Bombus terrestris galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I (LOC100643292) transcript variant X2","XM_012312660"
"11019","LOC100643292","XM_012312662.1","PREDICTED: Bombus terrestris galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I (LOC100643292) transcript variant X4","XM_012312662"
"11020","LOC100643292","XM_012312661.1","PREDICTED: Bombus terrestris galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I (LOC100643292) transcript variant X3","XM_012312661"
"11021","LOC100643292","XM_003398282.2","PREDICTED: Bombus terrestris galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I (LOC100643292) transcript variant X1","XM_003398282"
"11022","LOC100642851","XM_003398279.2","PREDICTED: Bombus terrestris uncharacterized LOC100642851 (LOC100642851) transcript variant X1","XM_003398279"
"11023","LOC100642851","XM_012312658.1","PREDICTED: Bombus terrestris uncharacterized LOC100642851 (LOC100642851) transcript variant X3","XM_012312658"
"11024","LOC100642851","XM_012312657.1","PREDICTED: Bombus terrestris uncharacterized LOC100642851 (LOC100642851) transcript variant X2","XM_012312657"
"11025","LOC100642851","XM_012312659.1","PREDICTED: Bombus terrestris uncharacterized LOC100642851 (LOC100642851) transcript variant X4","XM_012312659"
"11026","LOC100643660","XM_012312656.1","PREDICTED: Bombus terrestris kelch-like protein 10 (LOC100643660)","XM_012312656"
"11027","LOC100643775","XM_003398286.2","PREDICTED: Bombus terrestris 15-hydroxyprostaglandin dehydrogenase [NAD(+)-like (LOC100643775)","XM_003398286"
"11028","LOC100643900","XM_003398287.2","PREDICTED: Bombus terrestris 15-hydroxyprostaglandin dehydrogenase [NAD(+)-like (LOC100643900)","XM_003398287"
"11029","LOC100645762","XM_012312655.1","PREDICTED: Bombus terrestris 15-hydroxyprostaglandin dehydrogenase [NAD(+)-like (LOC100645762)","XM_012312655"
"11030","LOC105666141","XM_012312654.1","PREDICTED: Bombus terrestris 15-hydroxyprostaglandin dehydrogenase [NAD(+)-like (LOC105666141)","XM_012312654"
"11031","LOC105666140","XR_001099035.1","PREDICTED: Bombus terrestris uncharacterized LOC105666140 (LOC105666140) ncRNA","XR_001099035"
"11032","LOC105666139","XM_012312652.1","PREDICTED: Bombus terrestris 15-hydroxyprostaglandin dehydrogenase [NAD(+)-like (LOC105666139) transcript variant X1","XM_012312652"
"11033","LOC105666139","XM_012312653.1","PREDICTED: Bombus terrestris 15-hydroxyprostaglandin dehydrogenase [NAD(+)-like (LOC105666139) transcript variant X2","XM_012312653"
"11034","LOC105666138","XM_012312651.1","PREDICTED: Bombus terrestris 15-hydroxyprostaglandin dehydrogenase [NAD(+)-like (LOC105666138)","XM_012312651"
"11035","LOC100643415","XM_012312650.1","PREDICTED: Bombus terrestris protein LSM14 homolog A (LOC100643415) transcript variant X2","XM_012312650"
"11036","LOC100643415","XM_003398283.2","PREDICTED: Bombus terrestris protein LSM14 homolog A (LOC100643415) transcript variant X1","XM_003398283"
"11037","LOC100643538","XM_012312664.1","PREDICTED: Bombus terrestris cytochrome c1 mitochondrial (LOC100643538)","XM_012312664"
"11038","LOC100644026","XM_003398288.2","PREDICTED: Bombus terrestris ubiquitin-conjugating enzyme E2 variant 2 (LOC100644026)","XM_003398288"
"11039","LOC100644180","XM_003398290.2","PREDICTED: Bombus terrestris tyrosine-protein kinase Src64B (LOC100644180) transcript variant X3","XM_003398290"
"11040","LOC100644180","XM_003398289.2","PREDICTED: Bombus terrestris tyrosine-protein kinase Src64B (LOC100644180) transcript variant X1","XM_003398289"
"11041","LOC100644180","XM_012312665.1","PREDICTED: Bombus terrestris tyrosine-protein kinase Src64B (LOC100644180) transcript variant X2","XM_012312665"
"11042","LOC100644488","XM_003398293.2","PREDICTED: Bombus terrestris homeobox protein 14 (LOC100644488) transcript variant X2","XM_003398293"
"11043","LOC100644488","XM_012312667.1","PREDICTED: Bombus terrestris homeobox protein 14 (LOC100644488) transcript variant X1","XM_012312667"
"11044","LOC100644813","XM_012313052.1","PREDICTED: Bombus terrestris uncharacterized LOC100644813 (LOC100644813)","XM_012313052"
"11045","LOC100646117","XM_012313053.1","PREDICTED: Bombus terrestris uncharacterized LOC100646117 (LOC100646117)","XM_012313053"
"11046","LOC100645054","XM_003398296.2","PREDICTED: Bombus terrestris cirhin (LOC100645054)","XM_003398296"
"11047","LOC100645170","XM_012312671.1","PREDICTED: Bombus terrestris protein lifeguard 1 (LOC100645170) transcript variant X5","XM_012312671"
"11048","LOC100645170","XM_012312668.1","PREDICTED: Bombus terrestris protein lifeguard 1 (LOC100645170) transcript variant X1","XM_012312668"
"11049","LOC100645170","XR_001099036.1","PREDICTED: Bombus terrestris protein lifeguard 1 (LOC100645170) transcript variant X2","XR_001099036"
"11050","LOC100645170","XM_012312670.1","PREDICTED: Bombus terrestris protein lifeguard 1 (LOC100645170) transcript variant X4","XM_012312670"
"11051","LOC100645170","XM_012312669.1","PREDICTED: Bombus terrestris protein lifeguard 1 (LOC100645170) transcript variant X3","XM_012312669"
"11052","LOC100645415","XM_003398299.2","PREDICTED: Bombus terrestris uncharacterized LOC100645415 (LOC100645415) transcript variant X1","XM_003398299"
"11053","LOC100645415","XR_001099037.1","PREDICTED: Bombus terrestris uncharacterized LOC100645415 (LOC100645415) transcript variant X2","XR_001099037"
"11054","LOC100645292","XM_003398298.2","PREDICTED: Bombus terrestris dehydrogenase/reductase SDR family member 4 (LOC100645292)","XM_003398298"
"11055","LOC105666142","XR_001099039.1","PREDICTED: Bombus terrestris uncharacterized LOC105666142 (LOC105666142) transcript variant X2","XR_001099039"
"11056","LOC105666142","XR_001099038.1","PREDICTED: Bombus terrestris uncharacterized LOC105666142 (LOC105666142) transcript variant X1","XR_001099038"
"11057","LOC105666142","XR_001099041.1","PREDICTED: Bombus terrestris uncharacterized LOC105666142 (LOC105666142) transcript variant X4","XR_001099041"
"11058","LOC105666142","XR_001099042.1","PREDICTED: Bombus terrestris uncharacterized LOC105666142 (LOC105666142) transcript variant X5","XR_001099042"
"11059","LOC105666142","XR_001099040.1","PREDICTED: Bombus terrestris uncharacterized LOC105666142 (LOC105666142) transcript variant X3","XR_001099040"
"11060","LOC100646350","XM_012313054.1","PREDICTED: Bombus terrestris translocon-associated protein subunit alpha (LOC100646350)","XM_012313054"
"11061","LOC100645953","XM_003398303.2","PREDICTED: Bombus terrestris derlin-1 (LOC100645953)","XM_003398303"
"11062","LOC100646186","XM_003398305.2","PREDICTED: Bombus terrestris ribonuclease UK114 (LOC100646186)","XM_003398305"
"11063","LOC100646067","XM_012312673.1","PREDICTED: Bombus terrestris serine/arginine repetitive matrix protein 1-like (LOC100646067) transcript variant X1","XM_012312673"
"11064","LOC100646067","XM_003398304.2","PREDICTED: Bombus terrestris serine/arginine repetitive matrix protein 1-like (LOC100646067) transcript variant X2","XM_003398304"
"11065","LOC100646067","XM_012312675.1","PREDICTED: Bombus terrestris serine/arginine repetitive matrix protein 1-like (LOC100646067) transcript variant X3","XM_012312675"
"11066","LOC100646304","XM_003398306.2","PREDICTED: Bombus terrestris probable tRNA N6-adenosine threonylcarbamoyltransferase (LOC100646304)","XM_003398306"
"11067","LOC100646670","XM_012312676.1","PREDICTED: Bombus terrestris potassium voltage-gated channel protein Shab (LOC100646670)","XM_012312676"
"11068","LOC100646792","XM_012313055.1","PREDICTED: Bombus terrestris tRNA (guanine(37)-N1)-methyltransferase (LOC100646792)","XM_012313055"
"11069","LOC100646916","XM_003398311.2","PREDICTED: Bombus terrestris glucose-fructose oxidoreductase domain-containing protein 1 (LOC100646916)","XM_003398311"
"11070","LOC100647152","XM_012312682.1","PREDICTED: Bombus terrestris general transcription factor IIF subunit 2 (LOC100647152) transcript variant X2","XM_012312682"
"11071","LOC100647152","XM_003398313.2","PREDICTED: Bombus terrestris general transcription factor IIF subunit 2 (LOC100647152) transcript variant X1","XM_003398313"
"11072","LOC100647152","XM_012312683.1","PREDICTED: Bombus terrestris general transcription factor IIF subunit 2 (LOC100647152) transcript variant X3","XM_012312683"
"11073","LOC100647034","XM_012312677.1","PREDICTED: Bombus terrestris mannose-6-phosphate isomerase (LOC100647034) transcript variant X2","XM_012312677"
"11074","LOC100647034","XM_012312681.1","PREDICTED: Bombus terrestris mannose-6-phosphate isomerase (LOC100647034) transcript variant X6","XM_012312681"
"11075","LOC100647034","XM_003398312.2","PREDICTED: Bombus terrestris mannose-6-phosphate isomerase (LOC100647034) transcript variant X1","XM_003398312"
"11076","LOC100647034","XM_012312679.1","PREDICTED: Bombus terrestris mannose-6-phosphate isomerase (LOC100647034) transcript variant X4","XM_012312679"
"11077","LOC100647034","XM_012312680.1","PREDICTED: Bombus terrestris mannose-6-phosphate isomerase (LOC100647034) transcript variant X5","XM_012312680"
"11078","LOC100647034","XM_012312678.1","PREDICTED: Bombus terrestris mannose-6-phosphate isomerase (LOC100647034) transcript variant X3","XM_012312678"
"11079","LOC100647508","XM_012312684.1","PREDICTED: Bombus terrestris 60S ribosomal protein L30 (LOC100647508)","XM_012312684"
"11080","LOC100647386","XM_003398315.2","PREDICTED: Bombus terrestris O-glucosyltransferase rumi homolog (LOC100647386)","XM_003398315"
"11081","LOC100647268","XM_012312686.1","PREDICTED: Bombus terrestris matrix metalloproteinase-14 (LOC100647268) transcript variant X3","XM_012312686"
"11082","LOC100647268","XM_003398314.2","PREDICTED: Bombus terrestris matrix metalloproteinase-14 (LOC100647268) transcript variant X1","XM_003398314"
"11083","LOC100647268","XM_012312687.1","PREDICTED: Bombus terrestris matrix metalloproteinase-14 (LOC100647268) transcript variant X4","XM_012312687"
"11084","LOC100647268","XM_012312685.1","PREDICTED: Bombus terrestris matrix metalloproteinase-14 (LOC100647268) transcript variant X2","XM_012312685"
"11085","LOC100647628","XM_012312692.1","PREDICTED: Bombus terrestris kinesin-like protein KIF13B (LOC100647628) transcript variant X3","XM_012312692"
"11086","LOC100647628","XM_003398317.2","PREDICTED: Bombus terrestris kinesin-like protein KIF13B (LOC100647628) transcript variant X2","XM_003398317"
"11087","LOC100647628","XM_012312691.1","PREDICTED: Bombus terrestris kinesin-like protein KIF13B (LOC100647628) transcript variant X1","XM_012312691"
"11088","LOC105666146","XR_001099044.1","PREDICTED: Bombus terrestris uncharacterized LOC105666146 (LOC105666146) transcript variant X1","XR_001099044"
"11089","LOC105666146","XR_001099045.1","PREDICTED: Bombus terrestris uncharacterized LOC105666146 (LOC105666146) transcript variant X2","XR_001099045"
"11090","LOC105666145","XR_001099043.1","PREDICTED: Bombus terrestris uncharacterized LOC105666145 (LOC105666145) ncRNA","XR_001099043"
"11091","LOC105666144","XM_012312690.1","PREDICTED: Bombus terrestris uncharacterized LOC105666144 (LOC105666144)","XM_012312690"
"11092","LOC100647983","XM_012312688.1","PREDICTED: Bombus terrestris DNA repair protein XRCC1 (LOC100647983) transcript variant X2","XM_012312688"
"11093","LOC100647983","XM_003398320.2","PREDICTED: Bombus terrestris DNA repair protein XRCC1 (LOC100647983) transcript variant X1","XM_003398320"
"11094","LOC100647742","XM_003398318.2","PREDICTED: Bombus terrestris proteasome inhibitor PI31 subunit (LOC100647742)","XM_003398318"
"11095","LOC100648104","XM_003398321.2","PREDICTED: Bombus terrestris protein tyrosine phosphatase type IVA 1 (LOC100648104) transcript variant X1","XM_003398321"
"11096","LOC100648104","XM_012312695.1","PREDICTED: Bombus terrestris protein tyrosine phosphatase type IVA 1 (LOC100648104) transcript variant X4","XM_012312695"
"11097","LOC100648104","XM_012312693.1","PREDICTED: Bombus terrestris protein tyrosine phosphatase type IVA 1 (LOC100648104) transcript variant X2","XM_012312693"
"11098","LOC100648104","XM_012312696.1","PREDICTED: Bombus terrestris protein tyrosine phosphatase type IVA 1 (LOC100648104) transcript variant X5","XM_012312696"
"11099","LOC100648104","XM_012312694.1","PREDICTED: Bombus terrestris protein tyrosine phosphatase type IVA 1 (LOC100648104) transcript variant X3","XM_012312694"
"11100","LOC100648366","XM_012312697.1","PREDICTED: Bombus terrestris solute carrier organic anion transporter family member 5A1 (LOC100648366) transcript variant X1","XM_012312697"
